5475ef56-0f43-47a2-ba08-8b569670bc2d	\N	\N	f	2025-11-21 22:14:09.329423+00	2025-11-21 22:14:09.329423+00
275bb527-a5b3-4542-9679-123702ca3032	\N	\N	t	2025-11-22 00:38:59.530962+00	2025-11-22 00:38:59.530962+00
5aff00fb-9cab-4b46-acb2-3b60841fed1d	\N	\N	f	2025-11-22 05:13:58.629122+00	2025-11-22 05:13:58.629122+00
ebdbadf3-1833-4d65-85dc-635e3e755a23	\N	\N	f	2025-11-22 05:14:31.53446+00	2025-11-22 05:14:31.53446+00
905674ac-3d4a-4206-81f0-e87f97b6750b	toy	ja	f	2025-11-22 02:43:43.52769+00	2025-11-22 10:22:17.293344+00
b343ac13-e7eb-4f65-9d02-8cabb4bc2348	card	en	t	2025-11-22 03:39:44.932336+00	2025-11-22 10:22:56.181891+00
e4e92103-e69e-402c-8751-e4d78050a1b0	card	en	t	2025-11-22 05:00:15.232702+00	2025-11-22 10:23:33.124251+00
f4f0c699-a08b-4791-b6c8-e597e66bff65	card	en	t	2025-11-29 01:48:07.138251+00	2025-11-29 03:34:13.047239+00
e3ba330d-d52e-4602-9644-a746f8a3764c	card	en	t	2025-11-29 01:27:04.228901+00	2025-11-29 03:34:58.028344+00
f92debf6-d5f8-424f-a7a4-00d4a4125307	card	en	t	2025-11-22 00:26:11.130561+00	2025-11-22 10:25:00.851758+00
7d5b4672-3f2d-4e18-b609-ec8a461b0470	card	zh	t	2025-11-22 00:34:37.43151+00	2025-11-22 10:25:41.631501+00
8ad9d4f5-e9fd-476e-9f45-c68cc215cf58	card	en	t	2025-11-22 02:14:48.128723+00	2025-11-22 10:26:17.777158+00
a445b258-0bf3-4a37-adcb-84efbeff6093	card	zh	t	2025-11-22 02:49:44.736787+00	2025-11-22 10:27:03.658023+00
dcd33e7a-bd20-430d-895e-0e1946df1966	card	en	t	2025-11-29 01:26:03.425466+00	2025-11-29 03:35:59.777794+00
2a7615a9-861a-4456-aa7f-1fdae20c1811	\N	\N	f	2025-11-23 00:19:16.628253+00	2025-11-23 00:19:16.628253+00
19159d0c-69f2-4602-b6cf-93baf1df76ad	card	en	t	2025-11-23 00:20:17.630155+00	2025-11-23 00:21:33.820739+00
c20fa2c7-d37f-4f63-86c1-9335efe62754	\N	\N	f	2025-11-23 02:43:32.53306+00	2025-11-23 02:43:32.53306+00
d80eee4b-0930-4d49-8787-dbf1df7edf62	card	en	t	2025-12-06 03:04:45.932968+00	2025-12-06 03:07:09.605032+00
2604e49f-850f-446a-b115-2a95f106f651	card	ja	t	2025-11-23 03:48:17.528025+00	2025-11-23 03:49:02.747169+00
fa47b4d5-6ce3-4268-8a8d-0a0ca75d82a2	\N	\N	f	2025-11-23 03:42:41.73529+00	2025-11-23 03:49:12.47743+00
34b43503-f07a-4859-b627-37abeb2daaa5	card	en	f	2025-11-23 03:37:06.731807+00	2025-11-23 03:49:41.741469+00
19503000-7b05-4932-a2a9-2317bd9c814f	\N	\N	f	2025-11-23 04:43:09.428029+00	2025-11-23 04:43:09.428029+00
02bdd728-c008-4bbc-811a-5789b44d5dca	clothes	en	f	2025-11-23 05:16:29.337765+00	2025-11-23 06:59:26.147715+00
80ab917b-63df-4431-8ab3-6e9c97029a2e	card	en	t	2025-12-06 03:04:11.031159+00	2025-12-06 03:07:34.339999+00
a2f83216-a962-4ae7-86f4-ac04dd9734ff	card	en	t	2025-11-29 04:25:39.432484+00	2025-11-29 04:26:08.234002+00
68fea22a-3827-43c6-9874-9bf3f0d59302	clothes	en	f	2025-11-23 03:55:58.033093+00	2025-11-23 22:06:42.666857+00
6ad51188-a89d-4781-9348-bfad3db66b72	toy	en	f	2025-11-29 04:16:12.633411+00	2025-11-29 04:26:39.227297+00
b65b172f-5b6c-4628-8385-691440c9fe86	card	ja	t	2025-11-24 03:35:26.636301+00	2025-11-24 03:40:27.671072+00
eccaff1a-11f3-416b-a6eb-19335461092b	card	en	t	2025-11-24 03:36:19.1352+00	2025-11-24 03:40:46.931936+00
f500cc0c-0db0-46df-aec4-3df7d62f6bfd	card	en	t	2025-11-24 03:59:57.632659+00	2025-11-24 04:02:05.256908+00
5d8e143f-dcee-40cf-8b66-9ad2cd54f331	card	ja	t	2025-11-24 03:59:24.03428+00	2025-11-24 04:02:59.494152+00
bacb9119-4661-4001-b33b-3c153ebaeba5	card	en	t	2025-11-22 04:59:27.325634+00	2025-11-26 09:58:08.154465+00
525224fb-d881-4050-89ff-6bb7451661ba	card	en	t	2025-11-22 03:37:59.326011+00	2025-11-26 21:22:25.896028+00
97dc583e-5226-45a6-b15e-2ef8ad810825	card	en	t	2025-11-24 03:38:05.132286+00	2025-11-26 21:50:44.133905+00
1a6a7dbb-41c8-4a95-a040-2ab946164857	card	en	t	2025-11-22 02:39:01.131492+00	2025-11-27 08:10:57.650102+00
6cb6c660-1874-45c3-8f62-649b9bed9c4d	\N	\N	f	2025-11-28 04:38:17.490091+00	2025-11-28 04:38:17.490091+00
a5802ef6-153b-4223-a750-c008a6625fe3	\N	\N	f	2025-11-28 04:57:27.124674+00	2025-11-28 04:57:27.124674+00
775800cd-958e-4303-9960-542539d2998a	\N	\N	f	2025-11-28 05:08:36.081781+00	2025-11-28 05:08:36.081781+00
3266cd74-c1bd-49da-849a-c579850ce586	\N	\N	f	2025-11-29 00:48:07.02822+00	2025-11-29 00:48:07.02822+00
f71f1402-e50a-433a-b5bf-5704e5c8309b	\N	\N	f	2025-11-29 00:52:41.572056+00	2025-11-29 00:52:41.572056+00
0174f14e-607a-411c-b47e-dc7c93897ab6	card	en	t	2025-11-29 02:49:25.728038+00	2025-11-29 02:50:51.017462+00
1d6cd4d1-dada-4c83-8f3a-f7a096ff19a4	card	en	t	2025-11-30 03:37:24.43049+00	2025-12-01 04:16:26.044749+00
0f07eff2-fc21-478d-a7e1-d96ebac405aa	card	en	t	2025-11-29 04:12:39.432291+00	2025-11-29 04:27:00.557822+00
9b512f15-f9a0-446d-adf7-bf390ec5aeb9	card	en	t	2025-11-29 03:26:16.831338+00	2025-11-29 03:28:13.520269+00
24345a66-ee32-4845-9c1b-c112d21fab49	card	en	t	2025-11-29 03:00:01.834324+00	2025-11-29 03:28:34.814202+00
99522786-dfa1-4760-b644-d8dfe7a764b7	card	en	t	2025-12-06 02:57:32.02988+00	2025-12-06 03:08:20.961702+00
90536ae4-06c5-4585-a141-f8faf0fa5b6f	card	en	t	2025-12-06 02:56:52.229623+00	2025-12-06 03:08:54.141618+00
37661f05-df4c-4fc7-b700-0c2716ace467	card	en	t	2025-11-29 02:56:41.030293+00	2025-11-29 03:30:46.520596+00
723338bd-8a82-4fa8-80b3-d77373dde150	card	en	t	2025-11-29 02:06:50.72988+00	2025-11-29 03:31:05.579487+00
bf9730ba-5908-4ad6-8f91-755d98fe96c0	card	en	t	2025-11-29 01:58:47.928931+00	2025-11-29 03:31:19.447539+00
1050546e-d279-4155-95f0-054f0dcedaaa	card	en	t	2025-11-29 01:55:57.430312+00	2025-11-29 03:31:41.940596+00
da823375-174c-4e7b-943c-991d88fb52f4	card	en	t	2025-11-29 01:51:56.538463+00	2025-11-29 03:32:38.152213+00
1b001f87-2a9f-429f-85e1-3766e5e00117	toy	en	f	2025-11-29 04:14:38.233641+00	2025-11-29 04:27:34.318007+00
46d1cb11-674e-41b5-9f5a-8d896049c008	card	en	t	2025-11-29 04:11:49.932453+00	2025-11-29 04:28:03.414956+00
12f502e3-b8b6-446e-ade0-dfc70e9844e2	card	en	t	2025-11-29 04:46:39.02847+00	2025-11-29 04:47:31.480812+00
5210cec7-fdc5-497d-9d0e-358bbfbfdb8d	card	en	t	2025-11-29 04:57:31.331067+00	2025-11-29 04:58:25.642153+00
44397f76-349e-4b8a-9a60-e65794773b3b	toy	en	f	2025-11-29 05:02:17.125371+00	2025-11-29 06:45:30.174177+00
f2481ee0-eb9a-4d7a-907b-e14eaa3493d5	card	en	t	2025-12-06 02:17:16.13509+00	2025-12-06 03:09:18.149031+00
10041738-5fb1-459e-96fc-d92b749f6f83	card	en	t	2025-12-06 02:04:30.631952+00	2025-12-06 03:09:38.408836+00
46d0e1e1-dc20-41f9-b65d-02ef888bbdf1	\N	\N	f	2025-11-29 01:12:59.467524+00	2025-11-29 10:56:00.304615+00
c3fb3b5d-7fec-4984-b2ad-e0c5a593fcbb	\N	\N	f	2025-11-29 01:20:39.932555+00	2025-11-29 10:56:13.062376+00
416414ec-302b-4c89-8400-74c84628f3ae	toy	en	f	2025-11-30 02:11:54.08719+00	2025-11-30 02:17:19.868943+00
26064b19-3b53-4f8d-bc9c-d6bca08972e9	card	en	t	2025-11-30 02:16:24.229308+00	2025-11-30 02:17:38.32407+00
d7444cd3-f885-4a55-9936-c1fd120bdb7d	card	en	t	2025-11-30 03:00:29.928647+00	2025-11-30 03:01:18.613208+00
6522ed99-46b0-410e-96a5-6e2f07b89b0e	card	en	t	2025-11-30 02:53:19.331773+00	2025-11-30 03:01:40.385311+00
7f1f5d5f-dcc2-475a-b785-2b272fb378b4	card	en	t	2025-12-06 01:55:58.132767+00	2025-12-06 03:09:51.121691+00
37757b07-7599-42ca-b9b1-9159a41dc7f8	card	en	t	2025-12-06 01:50:44.436842+00	2025-12-06 03:10:07.156494+00
9cbf3c05-a4bd-41f9-bc80-0bca3a9d4134	card	en	t	2025-11-30 03:39:26.933565+00	2025-11-30 03:40:41.485153+00
3bf65f73-99e8-49fa-a68e-def8cb58151a	toy	en	f	2025-11-30 03:13:06.630808+00	2025-11-30 03:41:13.341868+00
208d98af-d95f-468b-8416-9ee7db02fbd7	card	en	f	2025-11-30 04:27:46.936309+00	2025-11-30 04:44:38.956176+00
